field,year,volume,source
kazakhstan_tengiz,2012,0.341400787,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2013,0.245015427,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2014,0.336672864,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2015,0.34882929,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2016,0.36843841,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2017,0.35367355699999997,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2018,0.204374387,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2019,0.190115894,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2020,0.162312411,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2021,0.16401855499999998,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2022,0.137611117,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2023,0.161596133,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
kazakhstan_tengiz,2024,0.21714999999999998,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2012,2.390660949,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2013,1.690750935,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2014,1.393809181,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2015,1.137909299,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2016,0.962945741,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2017,1.575281893,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2018,1.944026976,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2019,2.384379542,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2020,1.0238233270000001,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2021,2.785728629,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2022,2.461565702,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2023,3.51283529,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
libya_sirte,2024,3.3193699999999997,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2012,1.98127694,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2013,2.0256192619999998,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2014,2.691577828,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2015,2.732209987,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2016,2.482851804,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2017,1.87218256,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2018,1.896572777,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2019,2.025797548,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2020,2.449607139,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2021,2.141144547,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2022,1.827950167,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2023,1.814788087,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
mexico_cantarell,2024,1.88067,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2012,6.7196324149999995,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2013,6.193987391,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2014,5.385520325,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2015,5.124326961,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2016,4.591979508,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2017,4.740602744,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2018,4.965824367,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2019,5.021606334,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2020,5.050627654,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2021,4.840568238,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2022,3.767527877,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2023,3.874657109,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
nigeria_niger_delta,2024,4.73111,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2012,2.290203386,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2013,1.875072833,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2014,1.47689415,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2015,1.327037171,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2016,1.101350594,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2017,0.987097169,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2018,1.493940274,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2019,1.5740389909999999,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2020,1.477721551,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2021,1.4717112509999999,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2022,1.372840624,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2023,1.576284148,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
russia_priobskoye,2024,1.57763,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2012,4.156564423,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2013,3.272202147,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2014,4.047506753,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2015,3.679171256,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2016,1.987663931,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2017,3.190867341,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2018,5.429294511,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2019,6.168277219,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2020,3.827426511,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2021,2.988129116,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2022,1.823660048,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2023,1.8179145620000001,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_bakken,2024,2.29274,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2012,1.365912144,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2013,1.879829574,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2014,2.577579938,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2015,3.776211574,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2016,2.887291204,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2017,3.420261685,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2018,5.472848935,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2019,7.646668184,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2020,5.026196438,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2021,3.444320161,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2022,3.978562782,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2023,5.22364237,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
us_permian,2024,5.43019,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2012,0.101507991,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2013,0.100366288,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2014,0.142354874,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2015,0.14855833,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2016,0.116407838,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2017,0.107512402,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2018,0.130089679,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2019,0.137343832,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2020,0.13194878,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2021,0.136120146,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2022,0.11799319,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2023,0.100051168,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
venezuela_maracaibo,2024,0.08019,World Bank Global Gas Flaring Tracker (VIIRS) — REAL
